"year","LS0A11CD","LS0A11NM","c1","c2","c3","c4","c5","c0","male","female","unknowsex","avgage","PNT_COUNT","PERCENTAGE","FREQUENCY","SUM_Field15","total_incidents"
"2019","E01004539","Wandsworth 003A","9","28","18","NULL","4","1","27","33","0","35","3","0.002552409","4","15","61"
"2019","E01004540","Wandsworth 003B","8","37","11","2","4","2","29","35","0","36","2","0.001701606","4","18","64"
"2019","E01004541","Wandsworth 007D","12","61","49","7","24","0","36","115","2","48","1","0.000850803","4","11","153"
"2019","E01004542","Wandsworth 021D","3","15","4","3","NULL","1","15","11","0","48","2","0.001701606","4","13","26"
"2019","E01004543","Wandsworth 027A","1","15","4","1","3","1","8","16","0","48","1","0.000850803","4","20","25"
"2019","E01004544","Wandsworth 021E","1","11","4","NULL","19",,"7","11","0","47","1","0.000850803","4","23",
"2019","E01004545","Wandsworth 027B","1","35","7","2","1","0","21","24","1","48","1","0.000850803","4","21","46"
"2019","E01004546","Wandsworth 027C","5","4","NULL","11",,,"4","5","0","63","3","0.002552409","4","14",
"2019","E01004547","Wandsworth 029C","4","34","17","4","3","1","22","40","0","59","2","0.001701606","3","8","63"
"2019","E01004548","Wandsworth 029D","5","46","8","5","6","4","35","39","0","50","4","0.003403213","4","16","74"
"2019","E01004549","Wandsworth 027D","2","30","10","4","NULL","2","29","19","2","61","3","0.002552409","3","21","50"
"2019","E01004550","Wandsworth 017D","8","33","15","3","6","1","20","43","1","71","1","0.000850803","4","14","66"
"2019","E01004551","Wandsworth 012E","19","70","29","3","10","0","75","53","3","38","9","0.007657228","4","11","131"
"2019","E01004552","Wandsworth 008C","9","28","6","NULL","8","2","17","35","1","40","9","0.007657228","4","10","53"
"2019","E01004553","Wandsworth 015A","3","21","6","1","5","2","20","17","1","48","3","0.002552409","4","11","38"
"2019","E01004554","Wandsworth 009A","4","18","5","2","NULL","1","19","12","0","41","3","0.002552409","4","25","31"
"2019","E01004555","Wandsworth 017E","3","9","2","1","NULL","0","7","7","1","46","2","0.001701606","4","38","15"
"2019","E01004556","Wandsworth 009B","2","21","5","2","30",,"19","10","1","53","6","0.005104819","3","14",
"2019","E01004557","Wandsworth 015B","3","25","5","4","3","0","21","18","0","53","3","0.002552409","3","17","40"
"2019","E01004558","Wandsworth 015C","3","11","7","1","NULL","0","8","14","1","43","3","0.002552409","4","19","23"
"2019","E01004559","Wandsworth 015D","3","10","1","1","NULL","1","8","8","0","56","1","0.000850803","3","14","17"
"2019","E01004560","Wandsworth 001A","2","33","9","2","NULL","2","31","18","1","47","2","0.001701606","4","44","50"
"2019","E01004562","Wandsworth 002B","12","63","28","7","14","1","65","55","5","44","1","0.000850803","4","44","125"
"2019","E01004563","Wandsworth 002C","7","36","9","4","NULL","2","31","33","0","40","3","0.002552409","4","22","64"
"2019","E01004564","Wandsworth 002D","4","27","12","2","7","2","38","16","0","50","2","0.001701606","4","31","54"
"2019","E01004565","Wandsworth 005A","2","28","9","NULL","5","0","27","15","1","48","3","0.002552409","4","19","44"
"2019","E01004566","Wandsworth 001B","5","18","12","2","NULL","0","22","17","0","63","8","0.006806425","4","27","39"
"2019","E01004567","Wandsworth 002E","5","44","19","NULL","10","0","37","41","1","39","1","0.000850803","4","25","79"
"2019","E01004568","Wandsworth 013A","8","44","28","2","NULL","NULL","21","59","4","32","2","0.001701606","3","14","84"
"2019","E01004569","Wandsworth 023A","3","58","20","2","15","1","44","55","0","39","1","0.000850803","4","20","99"
"2019","E01004570","Wandsworth 023B","12","48","20","3","6","5","32","60","2","50","1","0.000850803","3","15","94"
"2019","E01004571","Wandsworth 023C","8","29","18","2","NULL","3","39","18","3","51","3","0.002552409","4","21","60"
"2019","E01004572","Wandsworth 016A","5","30","10","4","1","0","23","25","1","45","1","0.000850803","4","16","50"
"2019","E01004573","Wandsworth 023D","6","37","22","NULL","1","0","24","45","2","45","3","0.002552409","4","15","71"
"2019","E01004574","Wandsworth 013B","3","40","14","1","NULL","0","27","35","1","35","1","0.000850803","4","31","63"
"2019","E01004575","Wandsworth 013C","8","55","27","6","NULL","3","55","47","0","64","5","0.004254016","3","22","105"
"2019","E01004576","Wandsworth 013D","3","35","22","2","NULL","1","32","32","2","42","13","0.011060441","4","18","67"
"2019","E01004577","Wandsworth 003C","4","49","29","4","NULL","3","52","37","2","54","8","0.006806425","4","20","91"
"2019","E01004579","Wandsworth 004B","3","31","15","2","NULL","2","28","29","0","48","1","0.000850803","4","19","57"
"2019","E01004580","Wandsworth 004C","5","22","9","1","NULL","0","13","26","0","51","1","0.000850803","4","14","39"
"2019","E01004581","Wandsworth 004D","2","24","4","NULL","33",,"15","18","0","51","3","0.002552409","4","17",
"2019","E01004582","Wandsworth 001C","1","34","7","2","NULL","3","22","26","1","60","1","0.000850803","4","50","49"
"2019","E01004583","Wandsworth 001D","2","29","16","2","NULL","3","23","31","0","57","2","0.001701606","4","21","55"
"2019","E01004584","Wandsworth 003D","2","37","16","2","6","0","21","40","1","57","3","0.002552409","3","9","63"
"2019","E01004585","Wandsworth 008D","3","23","13","1","NULL","3","15","29","0","45","2","0.001701606","4","16","44"
"2019","E01004586","Wandsworth 009C","3","21","8","NULL","32",,"7","25","0","48","2","0.001701606","4","18",
"2019","E01004587","Wandsworth 009D","2","20","11","1","NULL","0","11","24","0","45","1","0.000850803","4","28","35"
"2019","E01004588","Wandsworth 008E","4","38","11","1","1","2","28","26","2","51","1","0.000850803","3","28","57"
"2019","E01004589","Wandsworth 009E","2","8","2","NULL","13",,"4","8","1","30","2","0.001701606","3","18",
"2019","E01004590","Wandsworth 005B","4","33","11","1","3","1","32","20","0","49","3","0.002552409","3","18","53"
"2019","E01004591","Wandsworth 005C","NULL","25","9","2","NULL","1","16","23","2","53","3","0.002552409","4","20","41"
"2019","E01004592","Wandsworth 005D","6","35","17","2","3","6","17","50","2","62","3","0.002552409","4","12","69"
"2019","E01004593","Wandsworth 025A","3","24","10","NULL","2","0","18","23","0","48","10","0.008508032","3","29","41"
"2019","E01004594","Wandsworth 020D","3","24","4","1","NULL","3","13","21","2","43","8","0.006806425","3","21","37"
"2019","E01004595","Wandsworth 025B","4","14","8","1","NULL","1","13","17","0","46","3","0.002552409","4","32","30"
"2019","E01004596","Wandsworth 020E","3","26","4","NULL","NULL","4","16","25","0","50","2","0.001701606","4","24","42"
"2019","E01004597","Wandsworth 025C","4","25","17","1","NULL","1","15","35","2","61","1","0.000850803","3","38","53"
"2019","E01004598","Wandsworth 025D","1","21","3","1","3","NULL","11","18","0","50","3","0.002552409","3","47","29"
"2019","E01004599","Wandsworth 025E","2","16","5","NULL","NULL","1","15","11","0","43","1","0.000850803","3","20","26"
"2019","E01004600","Wandsworth 018C","11","67","15","2","8","3","49","55","2","41","2","0.001701606","4","47","106"
"2019","E01004601","Wandsworth 018D","6","42","14","2","3","5","31","37","4","48","2","0.001701606","3","10","72"
"2019","E01004602","Wandsworth 010C","1","10","10","2","NULL","2","16","11","0","44","4","0.003403213","3","10","27"
"2019","E01004604","Wandsworth 006A","2","13","6","NULL","NULL","1","12","10","1","66","5","0.004254016","4","40","24"
"2019","E01004605","Wandsworth 006B","5","23","8","1","NULL","1","18","20","0","48","9","0.007657228","4","31","38"
"2019","E01004606","Wandsworth 006C","2","18","2","NULL","26",,"13","13","0","36","2","0.001701606","4","36",
"2019","E01004607","Wandsworth 006D","4","22","4","2","NULL","0","13","19","1","47","2","0.001701606","4","21","34"
"2019","E01004608","Wandsworth 006E","4","24","10","1","NULL","2","13","27","2","58","3","0.002552409","4","52","43"
"2019","E01004609","Wandsworth 010E","12","71","26","2","NULL","3","69","52","3","43","2","0.001701606","4","41","124"
"2019","E01004610","Wandsworth 033C","4","38","14","1","NULL","2","31","27","1","59","4","0.003403213","4","19","59"
"2019","E01004611","Wandsworth 032B","2","18","7","1","NULL","2","17","13","3","54","1","0.000850803","4","8","33"
"2019","E01004612","Wandsworth 032C","9","35","16","2","NULL","1","29","34","0","53","1","0.000850803","4","19","63"
"2019","E01004613","Wandsworth 033D","3","33","10","2","7","3","35","21","1","47","6","0.005104819","4","24","58"
"2019","E01004614","Wandsworth 034A","4","21","14","2","4","0","21","23","1","51","5","0.004254016","4","13","45"
"2019","E01004615","Wandsworth 034B","5","29","14","2","4","1","20","31","2","48","2","0.001701606","4","26","55"
"2019","E01004616","Wandsworth 034C","6","25","7","2","NULL","1","17","24","0","53","2","0.001701606","3","17","41"
"2019","E01004617","Wandsworth 034D","3","74","26","5","7","5","52","58","10","44","1","0.000850803","4","40","120"
"2019","E01004618","Wandsworth 032D","4","30","6","1","NULL","0","21","18","2","44","5","0.004254016","4","27","41"
"2019","E01004619","Wandsworth 015E","2","13","2","NULL","18",,"8","9","1","41","2","0.001701606","4","16",
"2019","E01004620","Wandsworth 019C","8","21","10","3","3","2","26","20","1","59","1","0.000850803","4","23","47"
"2019","E01004621","Wandsworth 019D","3","23","12","1","NULL","0","16","25","0","52","7","0.005955622","3","15","41"
"2019","E01004622","Wandsworth 024D","49","30","18","4","11","1","62","16","34","24","1","0.000850803","3","13","113"
"2019","E01004623","Wandsworth 019E","5","24","8","2","1","0","23","16","0","49","2","0.001701606","4","25","40"
"2019","E01004624","Wandsworth 024E","2","10","9","3","NULL","1","11","14","1","55","3","0.002552409","3","23","26"
"2019","E01004625","Wandsworth 027E","2","13","2","NULL","18",,"8","10","0","60","2","0.001701606","4","26",
"2019","E01004626","Wandsworth 027F","9","81","16","12","6","29","77","72","4","55","2","0.001701606","4","17","153"
"2019","E01004627","Wandsworth 019F","3","11","7","2","NULL","0","9","14","1","38","5","0.004254016","4","40","25"
"2019","E01004628","Wandsworth 022A","14","93","30","8","6","24","66","100","9","55","1","0.000850803","4","13","175"
"2019","E01004629","Wandsworth 020F","5","29","19","NULL","1","0","25","32","1","53","22","0.018717669","3","5","58"
"2019","E01004630","Wandsworth 022B","2","34","14","3","NULL","0","30","25","1","47","1","0.000850803","3","18","56"
"2019","E01004631","Wandsworth 022C","13","52","28","5","13","4","31","82","1","60","2","0.001701606","4","20","115"
"2019","E01004632","Wandsworth 028A","3","18","2","1","NULL","0","9","15","1","37","2","0.001701606","3","15","25"
"2019","E01004633","Wandsworth 022D","6","45","17","1","6","1","24","52","0","40","2","0.001701606","4","7","76"
"2019","E01004634","Wandsworth 028B","5","16","11","3","NULL","1","20","19","1","44","1","0.000850803","3","7","40"
"2019","E01004635","Wandsworth 028C","4","17","5","2","5","1","9","25","0","45","2","0.001701606","4","11","34"
"2019","E01004636","Wandsworth 028D","4","15","2","1","NULL","0","14","7","1","43","1","0.000850803","3","3","22"
"2019","E01004637","Wandsworth 028E","1","12","10","NULL","26",,"13","12","1","50","1","0.000850803","3","9",
"2019","E01004638","Wandsworth 011B","1","24","7","1","NULL","1","21","13","2","53","1","0.000850803","3","25","36"
"2019","E01004639","Wandsworth 011C","27","10","1","NULL","39",,"14","25","0","50","5","0.004254016","4","27",
"2019","E01004640","Wandsworth 011D","17","4","NULL","1","22",,"11","11","0","65","1","0.000850803","4","20",
"2019","E01004641","Wandsworth 011E","5","23","14","6","NULL","2","27","23","1","62","3","0.002552409","4","20","51"
"2019","E01004642","Wandsworth 016B","3","44","24","2","13","1","22","63","1","65","3","0.002552409","4","10","87"
"2019","E01004643","Wandsworth 016C","5","37","13","2","3","0","28","30","1","55","1","0.000850803","3","21","60"
"2019","E01004644","Wandsworth 016D","10","112","17","6","NULL","26","69","98","6","57","1","0.000850803","4","20","173"
"2019","E01004645","Wandsworth 016E","5","54","17","6","6","4","41","49","2","60","1","0.000850803","4","19","92"
"2019","E01004646","Westminster 002A","3","25","12","1","NULL","0","21","21","1","52","1","0.000850803","4","22","44"
"2019","E01004647","Westminster 001A","5","39","12","2","NULL","0","32","29","1","57","1","0.000850803","4","38","62"
"2019","E01004648","Westminster 002B","2","29","8","NULL","7","0","23","21","3","56","1","0.000850803","4","32","47"
"2019","E01004649","Westminster 001B","1","28","10","1","5","1","24","19","3","57","1","0.000850803","4","30","46"
"2019","E01004650","Westminster 002C","4","10","7","2","NULL","0","11","12","0","56","2","0.001701606","4","22","23"
"2019","E01004651","Westminster 003A","7","40","12","3","NULL","5","27","41","2","68","2","0.001701606","4","1","70"
"2019","E01004652","Westminster 017A","8","26","10","NULL","48",,"17","25","6","35","3","0.002552409","4","14",
"2019","E01004653","Westminster 014A","6","17","8","4","NULL","3","23","17","0","61","3","0.002552409","4","40","40"
"2019","E01004654","Westminster 014B","2","42","13","1","NULL","7","41","27","0","56","4","0.003403213","4","38","68"
"2019","E01004656","Westminster 014D","2","63","21","8","2","0","22","73","1","54","1","0.000850803","4","21","96"
"2019","E01004657","Westminster 012A","10","55","13","1","NULL","0","61","18","2","65","4","0.003403213","4","39","81"
"2019","E01004658","Westminster 012B","11","93","25","3","NULL","0","72","64","1","42","2","0.001701606","4","47","137"
"2019","E01004659","Westminster 008A","5","24","12","3","NULL","0","18","27","4","36","2","0.001701606","3","21","50"
"2019","E01004660","Westminster 008B","4","27","14","5","2","0","27","23","1","50","1","0.000850803","3","16","52"
"2019","E01004661","Westminster 012C","9","80","28","3","6","2","68","58","2","43","1","0.000850803","3","18","128"
"2019","E01004662","Westminster 012D","2","25","3","1","NULL","0","18","14","0","44","1","0.000850803","4","11","32"
"2019","E01004663","Westminster 012E","4","22","8","2","3","0","21","18","0","57","3","0.002552409","3","25","39"
"2019","E01004665","Westminster 024A","2","35","10","3","NULL","2","29","21","2","57","22","0.018717669","3","6","53"
"2019","E01004666","Westminster 023B","14","54","23","2","NULL","2","40","60","2","47","4","0.003403213","4","18","102"
"2019","E01004667","Westminster 023C","3","26","16","6","2","0","30","22","1","55","1","0.000850803","3","7","53"
"2019","E01004668","Westminster 023D","3","33","10","5","2","0","20","32","0","58","3","0.002552409","3","14","53"
"2019","E01004669","Westminster 024B","4","57","14","2","NULL","0","30","46","1","57","2","0.001701606","4","7","77"
"2019","E01004670","Westminster 009A","15","87","23","6","8","5","70","74","0","58","1","0.000850803","4","10","144"
"2019","E01004674","Westminster 005A","10","43","14","1","7","0","38","35","1","54","2","0.001701606","3","18","75"
"2019","E01004675","Westminster 005B","9","46","12","NULL","NULL","2","36","37","3","57","5","0.004254016","4","19","76"
"2019","E01004676","Westminster 006A","2","26","20","NULL","1","0","17","31","1","46","2","0.001701606","4","25","50"
"2019","E01004677","Westminster 005C","2","37","11","4","NULL","1","39","18","1","56","1","0.000850803","4","27","58"
"2019","E01004678","Westminster 005D","5","26","10","NULL","NULL","1","20","24","0","49","3","0.002552409","3","18","44"
"2019","E01004679","Westminster 005E","8","51","23","NULL","87",,"41","43","3","41","2","0.001701606","4","17",
"2019","E01004680","Westminster 015A","3","23","10","5","2","0","22","20","0","55","3","0.002552409","3","22","43"
"2019","E01004681","Westminster 016A","8","29","12","1","NULL","2","31","29","2","39","2","0.001701606","4","14","62"
"2019","E01004682","Westminster 016B","5","42","22","NULL","NULL","2","44","30","2","44","1","0.000850803","4","11","77"
"2019","E01004683","Westminster 015B","2","16","1","2","NULL","0","13","8","0","60","1","0.000850803","4","22","21"
"2019","E01004684","Westminster 015C","12","24","15","1","4","0","19","35","1","52","4","0.003403213","3","22","56"
"2019","E01004686","Westminster 015E","11","20","6","NULL","5","0","21","20","1","46","2","0.001701606","4","36","42"
"2019","E01004687","Westminster 019A","10","25","4","3","1","0","23","20","0","52","4","0.003403213","3","25","43"
"2019","E01004688","Westminster 019B","9","41","6","1","7","0","30","33","1","43","2","0.001701606","4","122","64"
"2019","E01004689","Westminster 019C","8","65","36","2","8","0","67","47","4","35","7","0.005955622","4","120","119"
"2019","E01004690","Westminster 019D","4","25","9","1","NULL","0","25","16","0","46","7","0.005955622","4","21","42"
"2019","E01004691","Westminster 019E","9","48","13","2","NULL","0","35","38","4","46","2","0.001701606","4","86","77"
"2019","E01004692","Westminster 019F","3","21","16","NULL","41",,"15","22","4","52","2","0.001701606","3","60",
"2019","E01004693","Westminster 017B","3","19","7","NULL","NULL","0","16","13","1","42","1","0.000850803","3","27","31"
"2019","E01004694","Westminster 016C","5","28","7","NULL","49",,"27","22","0","47","1","0.000850803","4","16",
"2019","E01004695","Westminster 017C","17","40","15","NULL","81",,"42","37","2","39","1","0.000850803","4","53",
"2019","E01004696","Westminster 017D","7","47","14","5","4","3","40","38","2","59","1","0.000850803","4","3","80"
"2019","E01004697","Westminster 016D","3","18","7","1","NULL","0","15","16","1","46","13","0.011060441","4","11","34"
"2019","E01004698","Westminster 017E","3","34","17","NULL","NULL","0","31","25","2","45","8","0.006806425","4","22","59"
"2019","E01004699","Westminster 017F","6","38","12","NULL","1","0","34","25","1","49","6","0.005104819","4","52","61"
"2019","E01004700","Westminster 016E","2","25","10","NULL","38",,"13","25","0","44","1","0.000850803","4","13",
"2019","E01004701","Westminster 007A","2","50","9","2","7","2","41","30","1","61","4","0.003403213","3","26","72"
"2019","E01004702","Westminster 009E","19","103","25","5","10","1","55","103","5","46","5","0.004254016","4","22","163"
"2019","E01004703","Westminster 007B","5","24","8","NULL","2","1","20","21","0","49","1","0.000850803","4","46","41"
"2019","E01004705","Westminster 007D","4","13","3","2","1","0","13","10","0","51","4","0.003403213","4","20","23"
"2019","E01004706","Westminster 006B","5","24","8","2","3","0","18","22","0","69","1","0.000850803","3","23","42"
"2019","E01004707","Westminster 006C","3","19","6","NULL","29",,"14","15","0","47","1","0.000850803","4","40",
"2019","E01004708","Westminster 006D","4","22","12","NULL","2","0","26","13","2","43","1","0.000850803","3","15","42"
"2019","E01004709","Westminster 007E","3","41","28","3","NULL","3","50","29","0","53","8","0.006806425","4","22","79"
"2019","E01004710","Westminster 002D","3","46","20","7","12","4","28","64","0","60","1","0.000850803","3","25","92"
"2019","E01004711","Westminster 002E","5","39","10","1","8","0","33","29","0","43","6","0.005104819","3","18","63"
"2019","E01004712","Westminster 008C","10","46","16","1","6","1","48","32","0","45","7","0.005955622","3","14","80"
"2019","E01004713","Westminster 011A","13","57","12","NULL","1","0","34","49","3","45","1","0.000850803","4","42","86"
"2019","E01004714","Westminster 011B","24","132","54","2","18","4","95","135","4","42","4","0.003403213","4","105","234"
"2019","E01004715","Westminster 013A","10","66","22","6","9","1","61","50","3","35","4","0.003403213","4","84","114"
"2019","E01004716","Westminster 011C","4","36","13","NULL","4","1","30","27","1","47","2","0.001701606","4","37","58"
"2019","E01004717","Westminster 011D","2","38","7","1","NULL","1","20","32","0","50","1","0.000850803","4","22","52"
"2019","E01004718","Westminster 004A","6","33","13","2","9","1","33","31","0","44","2","0.001701606","4","17","64"
"2019","E01004719","Westminster 004B","1","50","14","NULL","1","0","33","32","2","53","4","0.003403213","4","21","67"
"2019","E01004720","Westminster 004C","7","48","18","1","5","3","31","49","2","53","1","0.000850803","4","15","82"
"2019","E01004721","Westminster 004D","13","61","30","2","7","2","42","70","3","54","7","0.005955622","3","13","115"
"2019","E01004722","Westminster 004E","7","43","10","1","NULL","2","25","41","4","47","1","0.000850803","4","19","70"
"2019","E01004723","Westminster 005F","9","50","20","2","10","1","42","46","3","47","1","0.000850803","4","31","92"
"2019","E01004724","Westminster 001C","2","35","5","1","NULL","0","16","27","1","60","2","0.001701606","4","18","44"
"2019","E01004725","Westminster 003B","7","143","17","2","5","1","36","138","1","74","1","0.000850803","4","23","175"
"2019","E01004726","Westminster 003C","9","34","7","1","NULL","1","37","16","1","49","5","0.004254016","3","16","54"
"2019","E01004727","Westminster 008D","10","68","26","8","1","0","63","46","4","39","2","0.001701606","3","33","113"
"2019","E01004728","Westminster 003D","3","35","12","3","NULL","2","25","31","1","62","7","0.005955622","4","11","57"
"2019","E01004729","Westminster 003E","8","58","18","5","3","1","45","48","0","71","1","0.000850803","4","10","93"
"2019","E01004730","Westminster 001D","4","22","17","2","NULL","0","24","26","0","48","1","0.000850803","4","26","50"
"2019","E01004731","Westminster 020A","37","153","52","1","NULL","2","137","110","7","42","1","0.000850803","4","13","254"
"2019","E01004732","Westminster 020B","27","79","30","5","12","1","110","41","3","50","4","0.003403213","3","2","154"
"2019","E01004733","Westminster 020C","24","180","84","2","22","3","177","120","18","43","1","0.000850803","4","19","315"
"2019","E01004734","Westminster 018A","101","497","179","6","29","10","501","287","34","37","7","0.005955622","4","95","822"
"2019","E01004735","Westminster 018B","43","255","96","1","24","0","228","181","10","41","5","0.004254016","4","73","419"
"2019","E01004736","Westminster 018C","120","480","226","3","48","1","485","351","42","37","3","0.002552409","4","110","878"
"2019","E01004737","Westminster 024C","6","27","18","1","4","4","23","34","1","62","3","0.002552409","3","1","60"
"2019","E01004738","Westminster 024D","1","21","12","NULL","1","0","24","16","0","55","1","0.000850803","3","13","42"
"2019","E01004739","Westminster 024E","3","19","16","3","7","0","18","29","0","64","1","0.000850803","3","3","48"
"2019","E01004740","Westminster 021A","7","59","43","5","5","0","47","68","4","58","25","0.021270079","3","9","119"
"2019","E01004741","Westminster 024F","1","30","10","1","NULL","1","24","19","0","59","1","0.000850803","4","9","44"
"2019","E01004742","Westminster 022A","1","29","10","2","3","0","13","29","1","44","4","0.003403213","3","9","45"
"2019","E01004743","Westminster 021B","2","22","11","5","40",,"14","24","2","39","1","0.000850803","3","5",
"2019","E01004744","Westminster 020D","14","64","28","7","12","1","49","74","3","49","2","0.001701606","4","17","126"
"2019","E01004745","Westminster 021C","10","68","37","1","NULL","0","51","67","4","44","5","0.004254016","4","12","122"
"2019","E01004746","Westminster 021D","5","44","22","5","10","1","32","55","0","68","2","0.001701606","3","13","87"
"2019","E01004747","Westminster 021E","11","60","30","4","8","6","60","52","7","48","4","0.003403213","4","11","119"
"2019","E01004748","Westminster 020E","20","71","22","3","9","1","87","35","4","46","3","0.002552409","3","13","126"
"2019","E01004749","Westminster 022B","12","68","35","2","10","NULL","67","53","6","42","1","0.000850803","4","36","127"
"2019","E01004750","Westminster 023E","59","266","107","3","25","3","233","214","15","48","2","0.001701606","4","15","463"
"2019","E01004751","Westminster 022C","3","19","15","3","NULL","1","23","22","0","58","1","0.000850803","3","23","45"
"2019","E01004752","Westminster 022D","5","34","18","1","NULL","0","23","37","1","48","1","0.000850803","4","9","61"
"2019","E01004753","Westminster 022E","2","32","8","2","NULL","1","20","28","0","51","1","0.000850803","3","12","49"
"2019","E01004754","Westminster 010A","13","80","28","6","15","4","66","76","4","63","1","0.000850803","4","8","146"
"2019","E01004755","Westminster 010B","12","64","17","6","6","6","55","52","4","52","3","0.002552409","4","15","111"
"2019","E01004756","Westminster 006E","2","30","11","4","NULL","0","18","31","1","48","3","0.002552409","4","20","50"
"2019","E01004757","Westminster 010C","16","64","16","NULL","1","0","67","31","3","47","3","0.002552409","4","6","101"
"2019","E01004760","Westminster 014E","4","27","13","3","6","1","19","35","0","50","2","0.001701606","4","11","54"
"2019","E01004761","Westminster 018D","25","141","43","1","25","0","130","98","7","40","6","0.005104819","4","280","235"
"2019","E01004762","Westminster 011E","8","73","18","13","1","0","57","55","1","45","4","0.003403213","4","104","113"
"2019","E01004763","Westminster 013B","46","292","96","5","36","5","249","212","19","37","2","0.001701606","4","60","480"
"2019","E01004765","Westminster 013D","21","139","37","2","16","1","118","97","1","41","3","0.002552409","4","88","216"
"2020","E01000001","City of London 001A","1","19","9","1","NULL","1","13","18","0","63","","","","","33"
"2020","E01000002","City of London 001B","7","25","15","6","4","0","32","24","1","49","","","","","57"
"2020","E01000003","City of London 001C","2","25","18","NULL","4","1","28","22","0","61","","","","","50"
"2020","E01000005","City of London 001E","3","47","26","3","7","0","54","29","2","50","","","","","86"
"2020","E01000006","Barking and Dagenham 016A","5","27","8","1","3","0","22","22","0","48","7","0.005955622","3","11","44"
"2020","E01000007","Barking and Dagenham 015A","16","95","39","2","20","2","90","76","8","39","7","0.005955622","4","26","174"
"2020","E01000008","Barking and Dagenham 015B","4","41","23","NULL","70",,"35","33","2","38","3","0.002552409","3","35",
"2020","E01000009","Barking and Dagenham 016B","11","43","13","2","NULL","1","42","35","2","41","","","","","79"
"2020","E01000010","Barking and Dagenham 015C","21","110","43","3","20","1","111","80","7","36","12","0.010209638","4","73","198"
"2020","E01000011","Barking and Dagenham 016C","7","36","13","9","1","0","38","28","0","41","4","0.003403213","3","11","66"
"2020","E01000012","Barking and Dagenham 015D","4","38","19","NULL","NULL","0","31","45","1","35","4","0.003403213","3","14","77"
"2020","E01000013","Barking and Dagenham 013A","10","86","38","11","65","0","45","163","2","72","","","","","210"
"2020","E01000014","Barking and Dagenham 013B","8","40","8","4","1","0","28","31","2","48","6","0.005104819","4","15","61"
"2020","E01000015","Barking and Dagenham 009A","8","37","9","8","1","0","26","37","0","48","9","0.007657228","4","16","63"
"2020","E01000016","Barking and Dagenham 009B","4","53","14","1","9","0","28","51","1","50","4","0.003403213","4","15","81"
"2020","E01000017","Barking and Dagenham 009C","2","36","18","NULL","62",,"33","28","1","44","3","0.002552409","4","9",
"2020","E01000018","Barking and Dagenham 009D","6","36","10","1","3","0","21","34","1","49","2","0.001701606","4","13","56"
"2020","E01000019","Barking and Dagenham 023A","2","33","13","1","NULL","0","29","20","1","52","3","0.002552409","4","15","50"
"2020","E01000020","Barking and Dagenham 023B","2","43","7","NULL","1","0","31","30","0","54","1","0.000850803","4","10","61"
"2020","E01000021","Barking and Dagenham 008A","6","46","14","1","5","0","28","43","1","53","10","0.008508032","4","13","72"
"2020","E01000022","Barking and Dagenham 008B","5","24","14","NULL","48",,"21","24","0","46","7","0.005955622","4","12",
"2020","E01000023","Barking and Dagenham 008C","4","70","17","2","10","1","50","52","2","40","5","0.004254016","4","37","104"
"2020","E01000024","Barking and Dagenham 008D","1","23","4","NULL","1","0","17","12","0","43","1","0.000850803","3","11","31"
"2020","E01000025","Barking and Dagenham 008E","7","48","14","4","73",,"30","42","1","48","3","0.002552409","4","15",
"2020","E01000027","Barking and Dagenham 001A","6","84","27","6","2","0","63","59","1","54","1","0.000850803","4","24","125"
"2020","E01000028","Barking and Dagenham 001B","8","64","20","9","9","0","46","63","1","56","5","0.004254016","4","16","110"
"2020","E01000029","Barking and Dagenham 001C","4","42","13","2","6","0","23","43","0","65","2","0.001701606","4","16","67"
"2020","E01000030","Barking and Dagenham 001D","3","85","19","4","NULL","2","38","78","0","41","2","0.001701606","4","33","117"
"2020","E01000031","Barking and Dagenham 002A","6","37","6","NULL","NULL","0","21","29","1","56","2","0.001701606","4","23","54"
"2020","E01000032","Barking and Dagenham 002B","4","50","8","1","NULL","1","21","45","3","53","3","0.002552409","4","13","69"
"2020","E01000033","Barking and Dagenham 006A","38","11","NULL","NULL","2","0","25","29","0","63","1","0.000850803","3","7","56"
"2020","E01000034","Barking and Dagenham 003A","6","46","16","1","5","2","40","34","1","58","1","0.000850803","4","6","76"
"2020","E01000035","Barking and Dagenham 010A","6","37","22","1","NULL","2","32","39","1","68","8","0.006806425","4","26","73"
"2020","E01000036","Barking and Dagenham 010B","3","24","10","NULL","1","0","24","15","1","50","15","0.012762047","4","18","41"
"2020","E01000037","Barking and Dagenham 003B","6","27","10","4","1","0","24","21","1","58","24","0.020419276","4","9","48"
"2020","E01000038","Barking and Dagenham 003C","4","47","7","8","1","0","29","37","1","53","5","0.004254016","4","6","67"
"2020","E01000039","Barking and Dagenham 003D","7","41","13","1","NULL","2","23","48","0","57","2","0.001701606","4","7","71"
"2020","E01000040","Barking and Dagenham 019A","2","34","11","2","NULL","2","20","32","3","39","2","0.001701606","4","20","55"
"2020","E01000041","Barking and Dagenham 017A","4","34","11","1","6","0","36","19","0","48","2","0.001701606","4","13","56"
"2020","E01000042","Barking and Dagenham 017B","8","40","11","1","NULL","1","30","37","1","39","1","0.000850803","4","24","68"
"2020","E01000043","Barking and Dagenham 019B","10","30","11","1","7","1","34","25","1","44","1","0.000850803","4","13","60"
